review_title,review_body,rating,review_date
I don't understand why this film has bad reviews!,,8.0,12 July 2018
Ruined all the other great ones,"This was horrible...could not even watch it all. Movie could have been brilliant but nope, this should have had more of the why's and The Who's of how The Purge was even thought of, more of a political movie but instead, it was a horrible version of one of HBO's greatest shows The Wire. I can't even begin to explain how bad this was. Makes me so mad cause I loved all The Purge movies and when this was coming out I was stoked as I assumed we would see more of the ideals, the thought process, like I said the political part of how and why they thought The Purge would be good or bad for the world. I'm passionate about movies and this one just killed every other Purge movie. Thanks for that!!!",3.0,5 May 2019
Rubbish,"Seen the other purges and the first one wasn't bad.

Thought this one was a waste of time though and a poor story line.",2.0,15 July 2018
"Watch other ones, this one is a disappointment","I watched all four series of Purge. The first one is also awful like this one, second and third ones are quite good.

The idea of purge is so thrilling that I wanted to watch this movie, even though the rates were terrible. Unfortunately the rates are 100% correct!

I do not understand how or why the directors can produce terrible movies with an amazing idea like Purge! They really need to focus on and make better movies about this plot.

I gave 5/10 because I love the idea of a purge, it makes me excited. It might even deserve 1/10, up to you.",5.0,9 September 2018
The worst of all so far,The worst of all. Very racist. Full of clichés and simplistic political messages and without any complexity and development.,4.0,27 February 2020
Black Rambo,After thinking about my rating a little longer I had to down grade from a 4 to a 2! Really one of the worst movies I have seen in a while!,2.0,21 October 2018
Great film,Kept you on your feet for a good 40 minuets would definitely recommend watching. Only down side is it is easy to tell who is behind the plot twist otherwise great thriller.,9.0,19 July 2018
"the movie itself is not that bad, but the idea of the purge has been exploited so darn much ..","So i wouldn't say the movie is bad ,, i mean the plot is the same ,, going back to first purge ,, the script honestly looked 70% repetitive .. in some part of the movie i was like ""have i seen this movie before!!"" .. anyway ,, overall it just looked dumb and so dull even with all of the shootings and crazy action.-.,-.

Even the cast didn't rise to the occasion ,, and no where near the first movie of the purge back in 2013 ,, but again , i think they have exploited the idea so much ,, the cow is dry .. there have made a TV show out of it too !!! and i am not watching it ..

Anyway ,, not an awful movie ,, but not recommended either.",4.0,22 September 2018
Como ha decaído la saga. How the saga has decayed,,3.0,18 November 2018
So bored I turned it off before the end,Ignore all the political comment reviews on here. They are all nonsense from people who don't understand the point of these movies. However this film is really really bad. Don't bother watching it as it will ruin the others in the franchise.,2.0,14 November 2018
Awful,"Just a really bad movie. The hero is a gangster, drug dealing pimp. He does not even see the error of his ways, just that he needs to protect his community from the establishment as it will affect business. He sees the government as being the villain when in fact he is just as bad as they are. Watching a guy from the hood beating up navy seals and mercs in hand to hand combat was laughable, as was him running around with a vest doing a poor John McClane impression. 2 stars for the concept which I still feel has something and is original. Truly awful tho.",2.0,4 July 2020
Awful acting and a bad image to young black American men,,1.0,6 October 2018
This was a shocking great movie !,"THE FIRST PURGE! My mom and I love movies thought we check out The First Pruge on this July 4th Eve. Early screening and I just walked out surprised at how well this movie was done. It has a moralistic bold View of America that I found myself wanted to band together with any nationality for survival against an evil government if was put in such situations! It has a good story line has well with more heart then all of the Purge movies. Won't give any spoilers but it has a great flow to it story. It's definitely not perfect but it's great entertainment definitely for adults. The FIRST PURGE is a political PowerPoint with trills, kills, good characters and development. I would definitely recommend seeing in theaters it's worth the ride with a good enough pay off! Rotten tomato-70 IMDB 7.0 Metacritic 65 is where this movie blongs if not higher. My personal scores. Good - worth a 9 out of 10 for the bold move it takes!",10.0,4 July 2018
A terrible sequel to a previously good franchise,"It honestly watches like a B Budget straight to video knock off of The Purge.

A cash grab and pander session to modern day pop culture.

Don't fall for it, it's an attempt to not be eaten by the new age protest movement.",3.0,19 October 2020
Didn't need to see this movie,"I didn't need to see this movie. I watched the other Purge movies. The last one was a bit TOO political. This one was the same. It's a political movie. If you don't care for NFL players kneeling than you will see right through this movie. If I never see it again, I won't care.",4.0,25 September 2018
"""THE FIRST PURGE"" IS AS ""MEH"" AS THE FIRST ""PURGE"" MOVIE","If you want to watch a dumb movie, watch ""The First Purge."" If you want to watch a movie with stupid characters you'll never care for, watch ""The First Purge."" If you want to see an intriguing prequel where the questions that make said prequel intriguing will never be answered, watch ""The First Purge."" If you want to see a great movie, don't watch ""The First Purge.""",5.0,19 September 2018
Five out of ten is a fair raiting,,5.0,10 July 2018
awful,Better spending your money in somethings else i have no idea why this movie have 54 Meta Score . Its just awful,2.0,27 August 2018
Best Purge Yet,"Had a great convo over dinner with friends about ranking Purge movies in order of best to worst, and after seeing this tonight (in a sold out theater) 6 of us agree this is the best one yet, however the 2nd Purge is a very close second. Read rotten tomatoes reviews by ""critics"" after the movie and sometimes I think they don't get it - this isn't an Oscar contender, don't judge it like that, but give it props where they are due, it did spend time developing characters, the story line was engaging, and the action was on point with enough cringe worthy moments to get that Purge feel... and IF you choose to acknowledge it, it goes to a whole other level as it serves up some social commentary on the current political landscape. As always this movie series gets us talking about the what if's - so, would you Purge?",8.0,4 July 2018
Seriously??,"Easily the worst of the franchise. This film had potential and falls flat. It starts off slow and never recovers. The other films have a feeling of dread, but with this one, it was lacking. I appreciate the attempt to show how it all began. I'm glad I didn't spend more than $2 at the Redbox for this one. 😴😴",1.0,7 October 2018
Wokish,None of the sequels have been very good and this is perhaps the worst- maybe. The only saving grace is the brawny Y'lan Noel who has action star written all over him. The first Purge was good - nothing new but entertaining. It's a great premise but this ain't cutting it.,3.0,2 September 2020
Why make it a film about race!,What a let down. I enjoy the mind numbing violence and fun. Which the other films were. This just paints all white people as racist scum and drug dealers as hero's. Proper race baiting.,3.0,28 September 2018
The worst horror film of 2018!!!,"When it comes to horror in 2018, movies like A Quiet Place, the true sequel to Halloween, The Nun, Hereditary, and The Meg ruled the box office. So did The First Purge, which became the highest grossing of all the Purge movies in the series and spawned a low rated TV series that got renewed for a second season. The premise of this movie is similar to other films in the franchise, which is not good.",4.0,13 November 2018
Really?????,"This was a Ghetto Rap MTV kinda movie. Has anyone noticed that latety...if they can't write a decent script...they just use the F-word, N-word, S-word...to hide the fact that the story sucks balls. The Series is better than this movie. This ain't even a bad B-movie. it's a C-movie...",1.0,24 September 2018
It's a good film,This was a really good film. The people rating it one star are probably turned off by it's very truthful political message.,10.0,5 July 2018
What's up with that cgi blood!???,,3.0,1 October 2018
Bad In Every Way,,2.0,18 November 2018
Hmmmm...,"I don't like the movie. There are lots of fiction movies out there but, this one? I'm just not buying this.... It's horrible.",3.0,30 September 2018
A New Low For The Franchise,I actually enjoyed the original The Purge movie so I thought it might be interesting to watch this one but I was wrong. Using the purge as its base is always an interested premise but it tried way too hard to stuff a bunch of racial tension nonsense in it and a bunch of horribly dumb decisions and poor acting until it ultimately devolved into some sort of Die Hard in the projects situation...save yourself some time and SKIP IT.,2.0,7 July 2020
Four Movies in and The Purge Still Makes No Sense,"These films are so incredibly stupid, I don't understand why people enjoy this idiocy. They spend so much time trying to sell you on it's phenomally unbelievable premise that it actually does more harm than good. It jus makes it easier to poke holes in these illogical plots.

This is one of the worst ones. I downloaded this idiocy for free and I still want my money back.

By the way, the soundtrack sucks. Why do all these recently movies insis on playing the absolute worst music available in the latest Billboard charts? Play some real music from some real artists and may e I'd be able to take your joke of a film a little more seriously.",2.0,20 October 2018
"Good decent movie, not you normal narrative and rating has been distorted by the haters due to racial politics","Don't think I've laughed so much in a long time. To explain.

So when it comes to Hollywood, overwhelmingly most movies portray black, ethnic minorities, Johnny foreigner in a negative light unless they are 'saved' and conform to some western norm/ideal. The hero's predominately white with all their character flaws overcome their personal demons to rise to the challenge of the hero.

So in the ultra rare instance when a movie comes along and the white guys are predominately the bad guys while the black guys are the good guys, and in a similar way rise to the challenge, then we see an outpouring of outrage with cries of its racial stereotyping.

Read the comments here on IMDB where the lowest possible star rating is being awarded by the outraged, maybe they need to do the same for the thousands of movie racially stereotyping white is good, black is bad.

This is a lesson in how the veil of tolerance is dropped as it really hits a nerve to be collectively described as the bad guy and when a narrative that has been pushed for centuries is turned on its head.

Maybe it's being collectively demonised as a race?

Maybe it's the uncomfortable truth to the reality of the world, where the main agressor and exploiter of the world for the last few centuries has been white men in the form of colonialism (Brtish, French, Dutch etc) and more recently in this century, US invasion after invasion, regime change after regime change.

Maybe its the parallels drawn in this fictitious dystopian movie to contempory world order, the rise of the far right across the world and in particular the USA, the uncomfortable relationship with the NRA (National Rifle Association), mainstream politics and right wing militias.

Maybe its the relationship between the black community and the very organisations that are meant to protect them but instead they suffer indifference, marginalisation and injustice regularly resulting in being 'purged'.

I say to them here's a movie that has got you to think and respond emotionally, I'm giving the movie a 10/10

As for everyone else watch it, the ratings have been distorted by the haters.",10.0,22 September 2018
Walked out,"As a fan of the initial Purge movie, and given the second was tolerable, I went to see this movie expecting little, but hoping for some enjoyable explanation of how the purge came about and to see some interesting characters and battle royale style action. I could stomach about 30 minutes of this movie before walking out of the theatre to go see Skyscraper due to the fact that seemingly every other word was n**** and the characters were such a pastiche of poor urban communities. Please note I am ok with the use of the ""n"" word when it is either culturally or characteristically relevant to do so or done to enhance the abhorrence of dramatic circumstance (such as in Django Unchained, Hateful Eight, or Training Day).

When the purge finally began at about 25 minutes in to the movie, I had no regard for any of the characters, was unimpressed with the ""skeletor psycho"" (who apparently had not been picked up by any law enforcement or civil service agency to try and help him as he's clearly psychotic), and could not figure out why or how two geriatric women were able to create explosive devices from cuddly toys and old Nokia phones. The contact lenses, that the participants of the purge are made to wear, glow different colours, and for some reason that I didn't, nor do I want to understand, this seemed like a good option for the NFFA - ""hey this event is happening at night, people are going to want to be stealthy, here make your eyes glow in the dark so everyone can see you hiding.""

In summary, it's a waste of studio money where other films which have good scripts and deeper characters are shelved or never made, a poor acting display from all involved, a disappointment for someone of Marissa Tomei's stature, and a really belittling portrayal of ethnic groups.

Avoid this one.",1.0,19 July 2018
Blindsided,This purge movie really isolates itself from the others. I tried my best to get caught in the creepy idea of a purge...but you really can't. The movie forces you to stop thinking about purging and directs your attention to racial injustice. I get it. People want to raise awareness for racial problems...but why the hell you got to ruin a good movie idea. Just let me know it's about racism so I can watch when I'm in the mood for it. I got blindsided.,2.0,9 October 2018
This movie does not deserve even 1 star!,,1.0,22 August 2018
Don't!,I like the Purge films but this one is dull as dishwater! The acting is flat and the characters just aren't convincing! Don't waste your time watching it!,3.0,29 September 2018
High Quality trash,"Conclusion: racist, confused, trash, garbage film. The director didn't even know what the heck is he doing. The actors are terrrible, just as the directing and writing. This film never should made.",2.0,8 November 2018
Classism at its best great movie,I see many watch the purge series but never understood why the purge.,10.0,13 July 2018
Propaganda at it's worst...,"Although the action wasn't bad I found it hard to believe that a hoodrat could take on and defeat seasoned mercs. This film was truly meant as a tool of division. The prolific use of the ""n"" word in the the music and the clan outfits couldn't have said it more. This outing of The Purge line of films was definitely a kick in teeth to its predecessors!",4.0,3 October 2018
Garbage movie.....,"Don't usually write reviews, but fell asleep half way through this garbage and turned it off. Boring story, characters suck, 1 crazy guy starts the killing etc etc YAWN... My kids could've wrote a better story than this. Save your time, money and sanity on this garbage movie all.",1.0,22 October 2018
Not good,,5.0,10 July 2018
Noting new we haven't seen before...,"Somewhat samey, although we see how it started ... don't think this is dreadful and a rating of 1 is by far pathetic.

It's watchable, at times jumpy and eerie.. like the others, but slow burning but action parts are good.

Other Purge movies are much better, but main twisted antogonist 'Skeletor' was what made the film edgy!

If you've seen the others, it's worth a watch ..",5.0,13 July 2018
The purge in the movie is as much of a failure as the movie itself.,,3.0,5 October 2018
"Race and politics aside, this prequel was awesome!","I can't believe all the hate this film has over race and politics. People need to chill out, sit back with a beer and popcorn, and enjoy a film for its merits. All these 1's and 2's are seriously undeserving.

Firstly, the writing was on point and probably had a better story than the other installments - all of which were written by James DeMonaco. It was a great way to set the stage for how the purge all started. This one actually had a full blown story with lots of action, thrills, suspense, horror and romance. Sure, there were some cliches, but still very captivating and entertaining.

Then there's the directing which was great considering this was novice director Gerard McMurray's 2nd full length feature film behind two short films. He did a better job than some seasoned directors messes I've seen lately.

The acting by all cast was excellent - not one actor was unconvincing. I also enjoyed the fight scenes and the VFX and cinematography were all on point.

I hope they come out with a sequel to this prequel on how the purge finally became mandatory nation-wide leading into the first film.

I'd watch this film again and recommend everyone watches this with politics and race aside. It's an all-around great film with a perfect pace and length, and it's a well deserved 8/10 from me.",8.0,19 September 2018
Seriously Dissapointing,"A real let down. You can do just about anything with NO LAWS but this movie makes it tame, boring, and uninteresting. I wish I could of written it. I actually think I could of done better. :)",3.0,28 September 2018
The average review here is fairly accurate,"The entire series hasn't lived up to the hype. The original idea was amazing, but it's steadily gone downhill. It's not as bad as many of the reviewers on here would have you believe but it's certainly not above average quality. I could see this kind of movie being tricky to maintain the balance between having a hero or villain to cheer for or against as they try to create a regular bodycount. But it makes sense from other angles, as such an event would end up being complete chaos with nobody to trust, gangs would establish turf, there would be racial tension and many folks would enact their rage on various groups that they want to blame for the problems in their lives. There should be an evolution from the first year where they wipe out many of the easy/stupid targets and get wiser every year. There's always an influx of stupid people but eventually you'd likely have a growing number of people avoiding the chaos or smarter killers finding more efficient ways to make cash. Sure, there are those killing just to pointlessly kill, but the entire premise of this movie was that people were going to get paid for the chaos.",5.0,23 July 2018
Far from being entertained,"Really the worst Purge movie, the worst script, always the same, so predictable",2.0,28 August 2018
Attempt to make money,"It was horrendous attempt to make money on it !! It was dull , and unimaginative .. and that from a person who generally don't watch horror movies and jumps out of chair if some one comes around a corner .. sorry but if we compare election year and this .. then this one should get Oscar for worst movie made this year .. congratulations ! You won !",2.0,2 August 2018
Forgets everything that made the first three films great,"What a bizarre series the 'Purge' films have turned out to be. The first film blew people away with what a great and original idea it was, yet set the entire movie in a house and focused on one family, completely squandering all the potential. Then in the second film they worked out their mistake and made the best film in the series. Then they took a slightly different approach in the third film and decided to introduce a political twist to the mix. This still worked and that was another great film. Then somehow, and God only knows how a mistake this big could be allowed to happen, they decided the fourth film should be a prequel completely lacking in imagination, creativity, originality or any of the things that made the second and third films so great. Astonishing.

'The First Purge' is not a good film. Perhaps I should be happy that it took them until the fourth film to completely muck things up, but that's not how I feel right now. Every single character in this film is completely unlikeable in every way. There is literally not a single person for the audience to root for in this film. Also I'm of the belief that prequels can be a great addition to any series - as longs they add something. They need to enlighten the audience on at least one element. There should be an unforeseen twist of some kind. There was none of that here. It was simply showing the first ever purge and that was it.

The problem with a bad entry in this series is that it exemplifies how dumb of an idea the purge actually is. Up until now the movies have been so fun that we haven't really had time to analyse too deeply just how stupid this concept is, but when a film is as boring and stupid as this one you are left with a lot of time to think. That's not a good thing in this case. I was very disappointed with this edition to the series and I think a lot of other people will be too. A very big let down.",5.0,22 October 2018
Release the Beast in 2018.,I want to first start off with saying that I'm a huge fan of the Purge series as a whole. I own and have seen all of the films with Anarchy being my personal favorite. I will now start the review. I enjoyed this prequel quite a bit. I would say it's my second favorite in the series. I don't know what is up with all of the negative reviews from critics and users alike saying it's filled with propaganda and racism. Wake Up what is this your first Purge movie?!?! The first two films had an underlying tone of it and the third went full force with the radical racism. Anyways the story is about the first Purge ever which takes place in Staten Island after the economy crashes and a new form of Government takes a hold over the democratic and republican parties and comes up with this Grand Idea. The acting is decent nothing to write home about though Y'lan Noel as Dmitri was the highlight. The action was great though a tad slower to the uptake compared to the second and third films in the series but that is understandable with the plot. The movie is what it's which is mindless B-Movie Fun and if you wanna read into it and berate it for what it insinuates then that is all you. The franchise makes money just like the Paranormal series and so many others so there is a demographic that enjoys these movies a ton. I personally can't wait for the tv series coming to USA later this year. Stay for the credits though if you do watch it and enjoy.,10.0,8 July 2018
"The story is complete, but the transition is stiff. This series, a few down to finally do rotten.","The story is complete, but the transition is stiff. This series, a few down to finally do rotten.",4.0,18 February 2019
Pretty much the same as the other Purge films,"I'm a fan of the Purge films or perhaps the concept of the films. The first Purge film was a home invasion movie, Purge Anarchy was more like Mad Max/Action, and Purge Election Year was more of the same. Each Purge film brings in some interesting subtext on some extreme views of how America has become a festering breeding ground for violence. Each film starts off roughly the same. There's an interesting backstory, then the purge begins and then all subtext / ideas / ideology disappears and is surrounded by violence and action.

I still like these films as they're entertaining but there is a lot to be desired. The First Purge takes you into the countries current divide and how an uprising of a new governmental party has rose from the countries divide of the Republicans / Democrats (this was literally told in a montage in the first minute). From there, there was a participatory government experiment on having the purge. The film felt more like the disenfranchised black experience of the purge and explored what Purge Anarchy discussed.

The movie is entertaining but a bit ridiculous towards the end. There's a Purge TV show which seems like the right direction for the franchise.",5.0,30 July 2018
Purge it,"A low-budget cash-in attempt on the successful ""Purge"" franchise. Violence and gore never get old, does it? But without style and sleaze, they are boring. And this movie has none. Acting is as bad as it can get. Why a fine actress like Tomei accepted this film, I don't know. Screenplay is unimaginative and hollow throughout. Humor pops up unceremoniously in the most unexpected moments and is irritating. Shooting and stabbing are somewhat satisfying. Thankfully, the editor realized he had crap on his hands and dutifully cut most scenes to size to make the predictable plot move along quickly. This movie evokes black+white racial tensions in its narrative where blacks are portrayed as victims-even murderers and gangsters-and whites as nasty predators, like Nazis. Some people are not gonna like it, others are gonna love it. I don't care. I just wanted to see a good movie, which I didn't. I was seriously considering switching to some other content on Netflix, but last act of the movie turned out to be somewhat tighter in pace and content than the rest and therefore, I decided to stick right till the end. While, this film is not the worst I've seen, there is nothing to see here really. You would be better off watching something or anything else.",4.0,10 August 2020
Gotta turn off your brain for this one.,"If you really want something with a plotline that you can enjoy, this really isn't it. There are lots of semi-cool action and chaos scenes, which is pretty normal for a Purge movie. But there just isn't any believable backstory or logic to this one.

This is basically an 80's flick in 2018, lots of over-the-top guns and explosions, some weird slow-mo gun-foo moments. Semi-decent acting, and a ridiculous plotline. If you really want a good shooter movie you would be much better off with any number of war movies or cop movies.

My main overall complaint is that this film just feels shallow. There are some sorta-scary and interesting moments at the beginning. But then it just turns into a giant, unbelievable shoot-out in the last quarter of the movie, the finale is hilariously bad.",4.0,20 September 2018
could of been better,"Had everything to make this an epic Purge movie but unfortunately this did not make the grade, I'm a big fan of the Purge franchise and have had many conversations with people on how I'd like to see it go and what should happen, for me The Purge was really good, The Purge: Anarchy was excellent, The Purge: Election Year was good but this new one just didn't live up to my expectations.

The story is OK with some good action and some cool kills but it has lost its Purge DNA and ended up like an bad 80's action movie that's trying to be a across between The Raid, Malcolm X and Die Hard.

I'd of much preferred to see some raw random purging from from average Joe Blogs that's had enough with he's day to day life or John from round the corner that's sick of he's boss all linked by a news crew or someone that wakes up from a night partying. They should of kept it more like the second Purge just without the government getting involved.",4.0,7 October 2019
Gruesome Action in a Psychological Thriller.,"This movie had me on the edge of my seat the entire time. I wouldn't recommend this movie to people who are squeamish with lots of gutting, throat slitting, or gun violence, because there's lots of it. Main character is courageous and brutal, but still finds a way to be likeable to the audience. As someone who likes Blumhouse movies, this is nothing different. These movies are low budget for a reason, so even if the blood not looking so real doesn't throw me off, because you just have to believe it's real. That's how these movies work. Characters made dumb decisions (as in every movie), but what do you expect in a horror movie? 10/10 would watch again.",9.0,9 July 2018
Disappointed,"I've enjoyed these films. This one though had so much promise, to give us the reason it was put in place. Sadly, it failed.",5.0,21 September 2018
Don't make no more,,5.0,21 August 2018
"High expectations, mediocre movie",,2.0,14 July 2018
Not the greatest,Not the worst movie I have ever seen in my life. Overall predictable and honestly not that far fetched of a plot. Feels pretty realistic compared to life in the USA at the moment. Perhaps the Purge is a cautionary tale. Not the best of the Purge films but watchable.,5.0,20 October 2020
Not as good as the others,"The First Purge is a prequel to the franchise showing us how the annual event started. Usually whenever these films get political they are never as clever as they think they are. The First Purge is no exception as it repeats the same old political satirical style we've already seen in the previous films and it's even goofier. With lines like ""pussy grabber"" it's clearly aimed at today's Trump era and it's just played for cheap laughs.

The set-up is slow and meaningless because we already know what will happen and they spend a good twenty minutes building up the story and trying to create tension. The main villain is just a political figure in a suit who gives out stupid speeches about cleaning up society and we've seen it plenty of times before.

We never feel a connection to these one dimensional characters as a lot of them are annoying clichéd stereotypes. There are some okay scenes that look good and it's unpredictable sometimes in the way it just kills off characters. But in the end it's just repeats the things from the previous films in a way where it feels tedious. Beware because there is a TV spin-off coming soon.",5.0,20 October 2018
I'm all in on this,Wasn't what I expected it was even better. The best thing was it was just me and 3 friends we got to purge! This is one if not the greatest movie ever. I'm glad that people have learned new approaches of making a film interesting and addictive. The soundtrack was lit my favorite songs as of late. Go see the movie stop watching the news! The purges keep getting better and Skeletor is a legit boss!,10.0,21 July 2018
Better than the last few,"This one is better than the last few purge series for sure. The first one was the best, and this one is the second best. It has some storyline atleast. I'm a lil confused to see so many bad reviews.",5.0,23 September 2018
Could've been great,"I have never felt the need to write a review on something until i saw this film yesterday. As an avid fan of the Horror/thriller/slasher genre this was a big let-down on many levels. They marketed it as a thrill filled movie such as its predecessors but all I saw was a poorly written movie filled with more liberal views than i could keep track of. Outside world politics should not have a place in films unless it is to further the plot and add to it, whereas in this movie all it did was take me out of the viewing experience and dropped me into the middle of the 2016 election. Regarding the rest of the movie, it started off ""OK"" but it veered into a different direction after the first 30-40 minutes and started going downhill. I was left in my seat watching people kill each other with knifes and guns in the most bland way I have seen. Dumb jump-scares, unexciting action scenes and (only some) awful acting. 1.5/10",2.0,20 July 2018
Decent,,5.0,14 October 2018
A franchise that succumbs without a taste of its own medicine: purgation,"With all the odds in its favor, Blumhouse has released its would-be summer hit in the form of a prequel of James DeMonaco's successful utopia - at least in box-office terms, - aiming at big dividends, mainly, in American cinemas. If this is true, then it'd surely mean the elongation of this overwhelmingly worn premise for a couple of more years on the big screen, not counting USA Network's TV series. ""The First Purge,"" an origin film about the birth of the controversial law that has grossed almost USD$ 320 million since 2013, is, by far, one of the most generic, tasteless and violent movies of the company since, paradoxically, the highly ambitious second installment of this same franchise starring Carmen Ejogo and Frank Grillo.

In the eyes of audiences, the first ""The Purge"" was a true-blue phenomenon when it hit theatres because of its edgy, potential background, however, its true achievement was to be one of the founding productions of the magic formula that defines Jason Blum's studio: tight budgets, novel directors, juicy stories, generally, are equal to great films. With DeMonaco at the helm from the very first moment, it could well be attributed to him all the success, but also all the failures from an idea that has been slaughtered mercilessly. In times where overpopulation, war, racism, poverty and depletion of natural resources are problems grabbing headlines day after day, it's attractive, and at some point twisted, to turn and see a cinematographic fiction that raises as a ""mediating"" solution a 12-hour period in which everybody is absolved of legal consequences, all criminal activity is allowed, of course, among them, murder. After the screening, a feeling of dissatisfaction arises in the viewer in response to the decision of the film of embracing modern horror tropes and conventionalities and isolating of a context pulpy in commentaries.

The 2013 film used such a violent and controversial premise as a backdrop to build a torpid home-invasion, of course, set up in the typical white, well-off, dysfunctional family's high-tech home. The 2014 sequel was a survival thriller using the interesting core idea mainly as an axis to unfold and push the mundane plot, but also, to a lesser degree, to take their first and shaky steps towards appraisals on elite dominance. Some years later, the third entry came in with multiple advantages, including the ideal setting (American presidential elections) and the perfect release date (Independence Day in the States) both to expose a story to analyze, to criticize and, at least, to talk about the intriguing premise of a no-law America in order to make back its low budget just in its opening weekend, unfortunately, DeMonaco moved in the wrong direction, creating another obviously higher-budget survival thriller, keeping alive his tendency to project pictures with chances for iconicity, keeping alive his tendency to waste the possibilities of a dying franchise that, with a better script and execution, could have been the first award-worthy movie of the studio, long before Jordan Peele's visceral horror denunciation.

It was not so, however, motivated by the great numbers of ""The Election Year"" two years ago, the 10-year production Universal-Blumhouse deal started up as soon as possible a movie to ""close"" this agonizing circle. Will loyal audiences turn away from the very first film to be starred almost entirely by African American actors? Will they finally deal the final blow to knock down the misdirected, greedy hopes of these two studies to keep on lining their pockets at the expense of cinematographically offensive offerings? Let's see it.

""The First Purge"" is probably the first and unique of the entire franchise that has a really considerable social-commentary dose, still and all its thick-headedness and inefficiency, since if it is compared with its predecessors/successors, Gerard McMurray strives to say something- via bestial, outrageous scenes that find a solution in controversial violence -about caustic inequality, race snobbery, political manipulation and bigotry, all clumsily enclosed in a political bubble that, strangely, never bursts. In his two films, McMurray's always managed to acquire perspectives stirring self-assessment and social feedback, but just as his Netflix grim drama debut ""Burning Sands,"" he comes unstuck overcoming the rulebook of the genre in which his stories are contained to deliver better stuff than many other directors have tried to deliver, especially the black filmmakers.

DeMonaco taking a back seat in favor of a ""new"" voice brings on drastic changes into the narrative and visual field; a moderately healthy decision. Although he doesn't enrich the mythos, neither fortifies its origins, he delivers a balanced approach in content but unbalanced in quality, put another way, crafting terrifying pictures takes second place in order to raise an unsatisfactory plotting deepening; unfortunately, neither of the two fields gets truly good treatment. On this occasion, the film doesn't know what it is, a ""Get-Out""-ish social freak out or an unsurprising survival thriller, a dilemma drowned, as usual, by a range of ear-shattering stings. This movie is a shame, bearing in mind that the last hopes were put on this undecided prequel; apparently, one more franchise with wasted chances to transcend its entertainment barriers.

From the beginning, this entry fought against one of the most heavy-going obstacles to this-day popular universe-expanding prequels: We already know the end of the story. For this reason, the script, penned by DeMonaco, should defend itself with a standalone-yet-interesting story, tough enough to keep stand from the very first scenes, one nourished by nerve-shatteringly tense sequences, with plot devices developing and evolving the narration altogether, a story with clever, human characters getting rid of hackneyed races against time. Small wonder that it doesn't come out victorious from this requirement. The characters, far from throwing away modern action film stereotypes, are easy preys to meaningless, cat's paws running around and butchering to preserve their lives. Fortunately, unlike the thousands of mindless horror offerings out there, here the relationships between the characters involve a sense of humanity, which automatically causes that, at some point in the film, we worry about the fate of these fictitious individuals.

Peculiarly, antagonistic weight doesn't fall on a fixed actor, rather strongly belongs to wicked government intervention distorting the already nefarious experiment. This is one of its few strong suits, however, much like characters, the shallowness of this ""villain"" doesn't even try to fight audience's predictions, falling into ""race against the clock"" field over and over again, a lost race.

Y'lan Noel plays the tritely cold-blooded gangster/action hero in a good way, with a strange charm that ends up echoing among the audience. Unfortunately, Dimitri, his character, is portrayed as a violent, vengeful man, two adjectives that clash with the notion of savior in this kind of film. Lex Scott Davis is who delivers the best performance, even if her character is nothing but another indomitable girl; alright, she gets a special plotting push, but, in the end, is one more final girl saved by a super-man. Mugga, the usual Afro-American comedy-horror comic-relief, does quite well her work, is a positive addition to the melodrama that bathes part of the story.

I'm absolutely confident that this film will be remembered for two huge disasters: one, R.I.P. promising premise; two, an unfairly wasted Marisa Tomei. They've muted Tomei's character and that's an unforgivable mistake. In the first two acts, the creative mind behind this ""social catharsis"" doesn't say more than six lines - the first one, in front of an egregious green screen -and as soon as the third act kicks off, a certain ""twist"" takes place and destroys everything. Marvel's new Aunt May could have been a dream villain, clearly, with a worthy-of-respect design and treatment; alas, it was the greatest sin of a ramshackle tragedy.

""The First Purge"" by Gerard McMurray is just another run-of-the-mill thriller; a rushed B-movie throwback that doesn't even set up DeMonaco's gloomy, eye-catching visual spectacle. But, at the very least, it does achieve to deliver an obtuse edge of complexity to a premise that was on its last legs, burying a meaty context that hardly will resurface, at least, with brand-new stuff. After an insufferably lengthy period of almost seven hours - the four films' runtime belonging to this franchise, - something has happened: the experiment has expired. Mixing together DeMonaco's ever-aggressive pulp imagery and McMurray's improvement of some storytelling purposes, a perversely violent-yet-juicy cinematic cocktail may have come out from all this madness, unfortunately, said utopia will never be a reality; the experiment is over.",4.0,31 October 2018
I mean the beginning if r right,It's that kind of movie when you enjoy the establishment of the storyline but then the last half of it is just good background noise,5.0,24 September 2018
Dimitri went off,,10.0,16 July 2018
I don't know,A friend of mine recommended this movie many times. It could have been a better movie. But it was still fun to watch.,4.0,28 August 2021
Why the hell was this necessary,,4.0,11 July 2018
Alright.,"I am a big fan of the Purge Series. This film was, to be honest, a disappointment. It had some good action and one scary villain. Unfortunately, his potential was not realised which left for much more of an 'action' film rather than a 'horror' film. The costumes were good, with a few interesting ideas, but the script was very poor, predictable and full of clichés. Overall it is worth a watch, but you may as well wait until it is released on Home Video; the film is just OK, with only a few memorable parts.",5.0,8 July 2018
Tired series drags on..,"It has come to the last resort, instead of moving forwards with new ideas it is a prequel! Luckily it does not drag and it isn't too boring.. but it also is NOT horror! It actually is a semi decent action flick wearing a skin of a horror movie.. or whatever this franchise has become, it used to be horror right?",5.0,2 August 2018
